Year,Team,RA/G,ERA,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,WS_Winner
1981,BAL,4.16,3.7,25,10,23,940.0,923,437,386,83,347,489,1.351,4.68,0.79,68,114,0.983,29.3,No
1980,BAL,3.95,3.64,42,10,41,1460.0,1438,640,591,134,507,789,1.332,4.86,0.83,95,178,0.985,28.8,No
1979,BAL,3.66,3.26,52,12,30,1434.1,1279,582,520,133,467,786,1.217,4.93,0.83,125,161,0.98,27.5,No
1978,BAL,3.93,3.56,65,16,33,1429.0,1340,633,566,107,509,754,1.294,4.75,0.67,110,166,0.982,26.8,No
1977,BAL,4.06,3.74,65,11,23,1451.0,1414,653,603,124,494,737,1.315,4.57,0.77,106,189,0.983,27.9,No
1976,BAL,3.69,3.32,59,16,23,1468.2,1396,598,541,80,489,678,1.283,4.15,0.49,118,157,0.982,28.8,No
1975,BAL,3.48,3.17,70,19,21,1451.0,1285,553,511,110,500,717,1.23,4.45,0.68,107,175,0.983,29.1,No
1974,BAL,3.78,3.27,57,16,25,1474.0,1393,612,536,101,480,701,1.271,4.28,0.62,128,174,0.98,28.7,No
1973,BAL,3.46,3.07,67,14,26,1461.2,1297,561,498,124,475,715,1.212,4.4,0.76,119,184,0.981,28.8,No
1972,BAL,2.79,2.53,62,20,21,1371.2,1116,430,386,85,395,788,1.102,5.17,0.56,100,150,0.983,28.8,No
1971,BAL,3.35,2.99,71,15,22,1415.1,1257,530,470,125,416,793,1.182,5.04,0.79,112,148,0.981,29.5,No
1970,BAL,3.54,3.15,60,12,31,1478.2,1317,574,517,139,469,941,1.208,5.73,0.85,117,148,0.981,28.5,Yes
1969,BAL,3.19,2.83,50,20,36,1473.2,1194,517,463,117,498,897,1.148,5.48,0.71,101,145,0.984,27.7,No
1968,BAL,3.07,2.66,53,16,31,1451.0,1111,497,429,101,502,1044,1.112,6.48,0.63,120,131,0.981,25.9,No
1967,BAL,3.68,3.32,29,17,36,1457.1,1218,592,538,116,566,1034,1.224,6.39,0.72,124,144,0.98,26.0,No
1966,BAL,3.76,3.32,23,13,51,1466.1,1267,601,541,127,514,1070,1.215,6.57,0.78,115,142,0.981,25.7,Yes
1965,BAL,3.57,2.98,32,15,41,1477.2,1268,578,490,120,510,939,1.203,5.72,0.73,126,152,0.98,27.4,No
1964,BAL,3.48,3.16,44,17,42,1458.2,1292,567,512,129,456,939,1.198,5.79,0.8,95,159,0.985,27.9,No
1963,BAL,3.83,3.45,35,8,43,1452.0,1353,621,557,137,507,913,1.281,5.66,0.85,99,157,0.984,28.0,No
1962,BAL,4.2,3.69,32,8,33,1462.1,1373,680,600,147,549,898,1.314,5.53,0.9,122,152,0.98,28.0,No
1961,BAL,3.61,3.22,54,21,33,1471.1,1226,588,526,109,617,926,1.253,5.66,0.67,128,173,0.98,27.0,No
1960,BAL,3.94,3.52,48,11,23,1375.2,1222,606,538,117,552,785,1.29,5.14,0.77,108,172,0.982,25.4,No
1959,BAL,4.01,3.56,45,15,30,1400.1,1290,621,554,111,476,735,1.261,4.72,0.71,146,163,0.976,27.4,No
1958,BAL,3.73,3.4,55,15,29,1369.2,1277,575,517,106,403,749,1.227,4.92,0.7,114,159,0.98,27.9,No
1957,BAL,3.82,3.46,44,13,26,1408.0,1272,588,542,95,493,767,1.254,4.9,0.61,112,159,0.981,29.9,No
1956,BAL,4.58,4.2,38,10,24,1360.2,1362,705,635,99,547,715,1.403,4.73,0.65,137,142,0.977,30.0,No
1955,BAL,4.83,4.21,35,10,24,1388.2,1403,754,650,103,625,595,1.46,3.86,0.67,167,159,0.972,30.7,No
1954,BAL,4.34,3.88,58,6,9,1373.1,1279,668,592,78,688,668,1.432,4.38,0.51,147,152,0.975,28.2,No
1953,BAL,5.05,4.48,28,10,23,1383.2,1467,778,688,101,626,639,1.513,4.16,0.66,152,165,0.974,31.0,No
1952,BAL,4.73,4.12,48,6,18,1399.0,1388,733,640,111,598,581,1.42,3.74,0.71,155,176,0.974,31.0,No
1951,BAL,5.73,5.18,56,5,10,1370.1,1525,882,788,132,801,550,1.697,3.61,0.87,172,179,0.971,27.7,No
1950,BAL,5.95,5.2,56,7,14,1365.1,1629,916,789,129,651,448,1.67,2.95,0.85,196,155,0.967,27.0,No
1949,BAL,5.89,5.21,43,3,16,1341.1,1583,913,777,113,685,432,1.691,2.9,0.76,166,154,0.971,28.5,No
1948,BAL,5.48,5.01,35,4,21,1373.1,1513,849,764,103,737,531,1.638,3.48,0.68,168,190,0.972,26.4,No
1947,BAL,4.83,4.33,50,7,13,1365.0,1426,744,656,103,604,552,1.487,3.64,0.68,134,169,0.977,29.4,No
1946,BAL,4.55,3.95,63,13,12,1382.1,1465,710,607,73,573,574,1.474,3.74,0.48,159,157,0.974,29.6,No
1945,BAL,3.56,3.14,91,10,7,1382.2,1307,548,483,59,506,570,1.311,3.71,0.38,143,123,0.976,30.9,No
1944,BAL,3.81,3.17,71,16,17,1397.1,1392,587,492,58,469,581,1.332,3.74,0.37,171,142,0.972,30.6,No
1943,BAL,3.95,3.41,64,10,14,1385.0,1397,604,525,74,488,572,1.361,3.72,0.48,152,127,0.975,32.4,No
1942,BAL,4.22,3.59,68,12,13,1363.0,1387,637,544,63,505,488,1.388,3.22,0.42,167,143,0.972,31.7,No
1941,BAL,5.24,4.72,65,7,11,1389.0,1563,823,728,120,549,454,1.521,2.94,0.78,151,156,0.975,29.7,No
1940,BAL,5.65,5.12,64,4,9,1373.1,1592,882,782,113,646,439,1.63,2.88,0.74,158,179,0.974,29.8,No
1939,BAL,6.63,6.01,56,3,4,1371.1,1724,1035,916,133,739,516,1.796,3.39,0.87,199,144,0.968,28.4,No
1938,BAL,6.17,5.8,71,3,7,1344.2,1584,962,867,132,737,632,1.726,4.23,0.88,145,163,0.975,29.7,No
1937,BAL,6.56,6.0,55,2,8,1363.0,1768,1023,909,143,653,468,1.776,3.09,0.94,173,166,0.972,30.3,No
1936,BAL,6.86,6.24,54,3,13,1348.1,1776,1064,935,115,609,399,1.769,2.66,0.77,188,143,0.969,30.5,No
1935,BAL,6.0,5.26,42,4,15,1380.1,1667,930,807,92,641,435,1.672,2.84,0.6,187,138,0.97,28.2,No
1934,BAL,5.19,4.49,50,6,20,1350.0,1499,800,674,94,632,499,1.579,3.33,0.63,187,160,0.969,28.2,No
1933,BAL,5.36,4.82,55,7,10,1360.2,1574,820,729,96,531,426,1.547,2.82,0.63,149,162,0.976,28.5,No
1932,BAL,5.83,5.01,63,8,11,1376.2,1592,898,766,103,574,496,1.573,3.24,0.67,188,156,0.969,28.2,No
1931,BAL,5.65,4.76,65,4,10,1362.0,1623,870,720,84,448,436,1.521,2.88,0.56,232,160,0.963,28.4,No
1930,BAL,5.75,5.07,68,5,11,1371.2,1639,886,773,124,449,470,1.522,3.08,0.81,188,152,0.97,27.7,No
1929,BAL,4.63,4.08,83,15,10,1371.0,1469,713,621,100,462,415,1.408,2.72,0.66,156,148,0.975,28.8,No
1928,BAL,4.82,4.17,80,6,15,1374.1,1487,742,637,93,454,456,1.412,2.99,0.61,189,146,0.969,27.1,No
1927,BAL,5.83,4.95,80,4,8,1353.1,1592,904,744,79,604,385,1.623,2.56,0.53,248,166,0.96,29.3,No
1926,BAL,5.45,4.66,64,5,8,1368.0,1549,845,709,86,654,337,1.61,2.22,0.57,235,167,0.963,28.4,No
1925,BAL,5.88,4.92,68,7,10,1379.2,1588,906,754,99,675,419,1.64,2.73,0.65,226,164,0.964,29.6,No
1924,BAL,5.27,4.57,66,11,8,1353.1,1511,807,687,68,517,386,1.499,2.57,0.45,184,142,0.969,29.4,No
1923,BAL,4.68,3.93,83,10,10,1373.1,1430,720,599,59,528,488,1.426,3.2,0.39,177,145,0.971,28.9,No
1922,BAL,4.18,3.38,79,8,23,1392.0,1412,643,523,71,419,534,1.315,3.45,0.46,201,158,0.968,27.6,No
1921,BAL,5.49,4.61,77,9,9,1379.0,1541,845,707,71,556,477,1.521,3.11,0.46,224,127,0.964,27.2,No
1920,BAL,4.97,4.03,84,9,14,1378.2,1481,766,618,53,578,444,1.493,2.9,0.35,233,119,0.963,27.1,No
1919,BAL,4.05,3.13,78,14,4,1256.0,1255,567,437,35,421,415,1.334,2.97,0.25,215,98,0.963,27.7,No
1918,BAL,3.64,2.75,67,8,8,1111.1,993,448,340,11,402,346,1.255,2.8,0.09,190,86,0.963,26.8,No
1917,BAL,4.43,3.2,66,12,12,1385.1,1320,687,493,19,537,429,1.34,2.79,0.12,281,139,0.957,27.5,No
1916,BAL,3.45,2.58,74,9,13,1443.2,1292,545,414,15,478,505,1.226,3.15,0.09,248,120,0.963,28.0,No
1915,BAL,4.28,3.04,76,6,6,1403.0,1256,680,474,21,612,566,1.331,3.63,0.13,336,144,0.949,25.3,No
1914,BAL,3.87,2.85,81,15,9,1410.2,1309,615,446,20,540,553,1.311,3.53,0.13,317,114,0.952,24.6,No
1913,BAL,4.14,3.06,104,14,5,1382.1,1369,642,470,21,454,476,1.319,3.1,0.14,301,125,0.954,23.6,No
1912,BAL,4.87,3.71,85,8,5,1369.2,1433,764,564,17,442,547,1.369,3.59,0.11,341,127,0.947,25.8,No
1911,BAL,5.34,3.86,92,8,1,1332.1,1465,812,571,28,463,383,1.447,2.59,0.19,358,104,0.945,27.4,No
1910,BAL,4.7,3.09,101,9,3,1391.0,1356,743,478,14,532,557,1.357,3.6,0.09,385,113,0.943,27.1,No
1909,BAL,3.73,2.88,105,21,4,1354.2,1287,575,433,16,383,620,1.233,4.12,0.11,267,107,0.958,28.4,No
1908,BAL,3.12,2.15,107,15,5,1397.0,1151,483,333,7,387,607,1.101,3.91,0.05,237,97,0.964,29.5,No
1907,BAL,3.58,2.61,129,15,9,1381.1,1254,555,400,17,352,463,1.163,3.02,0.11,266,97,0.959,29.2,No
1906,BAL,3.24,2.23,133,17,5,1357.2,1132,499,336,14,314,558,1.065,3.7,0.09,290,80,0.954,28.1,No
1905,BAL,3.9,2.74,134,11,2,1384.2,1245,608,421,19,389,633,1.18,4.11,0.12,296,78,0.955,27.6,No
1904,BAL,3.87,2.83,135,13,1,1410.0,1335,604,443,25,333,577,1.183,3.68,0.16,267,78,0.96,26.8,No
1903,BAL,3.78,2.77,124,12,3,1222.1,1220,525,376,26,237,511,1.192,3.76,0.19,268,94,0.953,27.7,No
1902,BAL,4.34,3.34,120,7,2,1244.0,1273,607,461,36,343,348,1.299,2.52,0.26,274,122,0.953,26.8,No
1901,BAL,5.96,4.06,107,3,3,1218.0,1383,828,549,32,395,376,1.46,2.78,0.24,393,106,0.934,26.1,No
2023,BOS,4.79,4.52,0,5,43,1430.0,1416,776,718,208,497,1423,1.338,8.96,1.31,102,137,0.982,30.0,No
2022,BOS,4.86,4.53,5,10,39,1431.0,1411,787,721,185,526,1346,1.354,8.47,1.16,85,134,0.985,30.2,No
2021,BOS,4.62,4.26,0,7,49,1419.0,1409,749,671,176,546,1527,1.378,9.68,1.12,108,143,0.981,29.7,No
2019,BOS,5.11,4.7,1,8,33,1471.0,1423,828,768,215,605,1633,1.379,9.99,1.32,88,115,0.985,29.0,No
2018,BOS,3.99,3.75,2,14,46,1458.2,1305,647,608,176,512,1558,1.246,9.61,1.09,77,106,0.987,28.9,Yes
2017,BOS,4.12,3.7,5,11,39,1482.1,1384,668,610,195,465,1580,1.247,9.59,1.18,107,126,0.982,28.4,No
2016,BOS,4.28,4.0,9,5,43,1439.2,1342,694,640,176,490,1362,1.273,8.51,1.1,75,139,0.987,29.0,No
2015,BOS,4.65,4.31,3,10,40,1448.1,1486,753,694,178,478,1218,1.356,7.57,1.11,97,148,0.984,28.6,No
2014,BOS,4.41,4.01,3,7,36,1465.2,1458,715,653,154,482,1213,1.324,7.45,0.95,92,155,0.985,29.9,No
2013,BOS,4.05,3.79,5,8,33,1454.0,1366,656,613,156,524,1294,1.3,8.01,0.97,80,142,0.987,30.2,Yes
2012,BOS,4.98,4.7,6,4,35,1443.0,1449,806,754,190,529,1176,1.371,7.33,1.19,101,159,0.983,28.7,No
2011,BOS,4.55,4.2,2,13,36,1457.1,1366,737,680,156,540,1213,1.308,7.49,0.96,92,120,0.985,30.3,No
2010,BOS,4.59,4.2,3,9,44,1456.2,1402,744,679,152,580,1207,1.361,7.46,0.94,111,132,0.982,29.6,No
2009,BOS,4.54,4.35,8,11,41,1436.2,1494,736,695,167,530,1230,1.409,7.71,1.05,82,121,0.986,29.8,No
2008,BOS,4.28,4.01,5,16,47,1446.1,1369,694,645,147,548,1185,1.325,7.37,0.91,85,149,0.986,29.2,No
2007,BOS,4.06,3.87,5,13,45,1438.2,1350,657,618,151,482,1149,1.273,7.19,0.94,81,145,0.986,31.1,Yes
2006,BOS,5.09,4.83,3,6,46,1441.1,1570,825,773,181,509,1070,1.442,6.68,1.13,66,174,0.989,31.1,No
2005,BOS,4.97,4.74,6,8,38,1429.0,1550,805,752,164,440,959,1.393,6.04,1.03,109,135,0.982,33.6,No
2004,BOS,4.74,4.18,4,12,36,1451.1,1430,768,674,159,447,1132,1.293,7.02,0.99,118,129,0.981,32.5,Yes
2003,BOS,4.99,4.48,5,6,36,1464.2,1503,809,729,153,488,1141,1.359,7.01,0.94,113,130,0.982,31.2,No
2002,BOS,4.1,3.75,5,17,51,1446.0,1339,665,603,146,430,1157,1.223,7.2,0.91,104,140,0.983,31.1,No
2001,BOS,4.63,4.15,3,9,48,1448.0,1412,745,667,146,544,1259,1.351,7.83,0.91,113,129,0.981,30.9,No
2000,BOS,4.6,4.23,7,12,46,1452.2,1433,745,683,173,498,1121,1.329,6.95,1.07,109,120,0.982,30.2,No
1999,BOS,4.43,4.0,6,12,50,1436.2,1396,718,638,160,469,1131,1.298,7.09,1.0,127,132,0.979,30.1,No
1998,BOS,4.5,4.18,5,8,53,1436.0,1406,729,667,168,504,1025,1.33,6.42,1.05,105,128,0.983,29.5,No
1997,BOS,5.29,4.85,7,4,40,1451.2,1569,857,782,149,611,987,1.502,6.12,0.92,135,179,0.978,27.8,No
1996,BOS,5.69,4.98,17,5,37,1458.0,1606,921,807,185,722,1165,1.597,7.19,1.14,135,152,0.978,28.7,No
1995,BOS,4.85,4.39,7,9,39,1292.2,1338,698,631,127,476,888,1.403,6.18,0.88,120,151,0.978,29.1,No
1994,BOS,5.4,4.93,6,3,30,1029.1,1104,621,564,120,450,729,1.51,6.37,1.05,81,124,0.981,30.2,No
1993,BOS,4.31,3.77,9,11,44,1452.1,1379,698,609,127,552,997,1.33,6.18,0.79,122,155,0.98,30.6,No
1992,BOS,4.13,3.58,22,13,39,1448.2,1403,669,577,107,535,943,1.338,5.86,0.66,139,170,0.978,31.5,No
1991,BOS,4.4,4.01,15,13,45,1439.2,1405,712,642,147,530,999,1.344,6.25,0.92,116,165,0.981,30.8,No
1990,BOS,4.1,3.72,15,13,44,1442.0,1439,664,596,92,519,997,1.358,6.22,0.57,123,154,0.98,30.6,No
1989,BOS,4.54,4.01,14,9,42,1460.1,1448,735,650,131,548,1054,1.367,6.5,0.81,127,162,0.98,29.5,No
1988,BOS,4.25,3.97,26,14,37,1426.1,1415,689,629,143,493,1085,1.338,6.85,0.9,93,123,0.984,28.7,No
1987,BOS,5.09,4.77,47,13,16,1436.0,1584,825,761,190,517,1034,1.463,6.48,1.19,110,158,0.982,27.1,No
1986,BOS,4.32,3.93,36,6,41,1429.2,1469,696,625,167,474,1033,1.359,6.5,1.05,129,146,0.979,28.0,No
1985,BOS,4.42,4.06,35,8,29,1461.1,1487,720,659,130,540,913,1.387,5.62,0.8,145,161,0.977,26.8,No
1984,BOS,4.72,4.18,40,12,32,1442.0,1524,764,669,141,517,927,1.415,5.79,0.88,143,128,0.977,25.8,No
1983,BOS,4.78,4.34,29,7,42,1446.1,1572,775,697,158,493,767,1.428,4.77,0.98,130,168,0.979,26.8,No
1982,BOS,4.4,4.03,23,11,33,1453.0,1557,713,651,155,478,816,1.401,5.05,0.96,121,172,0.981,28.2,No
1981,BOS,4.45,3.81,19,4,24,987.1,983,481,418,90,354,536,1.354,4.89,0.82,91,108,0.979,27.9,No
1980,BOS,4.79,4.38,30,8,43,1441.1,1557,767,701,129,481,696,1.414,4.35,0.81,149,206,0.977,29.5,No
1979,BOS,4.44,4.03,47,11,29,1431.1,1487,711,641,133,463,731,1.362,4.6,0.84,142,166,0.977,28.4,No
1978,BOS,4.03,3.54,57,15,26,1472.2,1530,657,579,137,464,706,1.354,4.31,0.84,146,171,0.977,29.2,No
1977,BOS,4.42,4.11,40,13,40,1428.0,1555,712,652,158,378,758,1.354,4.78,1.0,133,162,0.978,29.4,No
1976,BOS,4.07,3.52,49,13,27,1458.0,1495,660,571,109,409,673,1.306,4.15,0.67,141,148,0.978,29.5,No
1975,BOS,4.43,3.98,62,11,31,1436.2,1463,709,636,145,490,720,1.359,4.51,0.91,139,142,0.977,28.8,No
1974,BOS,4.08,3.72,71,12,18,1455.1,1462,661,601,126,463,751,1.323,4.64,0.78,145,156,0.977,29.2,No
1973,BOS,3.99,3.65,67,10,33,1440.1,1417,647,584,158,499,808,1.33,5.05,0.99,127,162,0.979,28.3,No
1972,BOS,4.0,3.47,48,20,25,1382.2,1309,620,533,101,512,918,1.317,5.98,0.66,130,141,0.978,28.9,No
1971,BOS,4.12,3.8,44,11,35,1443.0,1424,667,610,136,535,871,1.358,5.43,0.85,116,149,0.981,29.1,No
1970,BOS,4.46,3.87,38,8,44,1446.1,1391,722,622,156,594,1003,1.372,6.24,0.97,156,131,0.974,27.9,No
1969,BOS,4.54,3.92,30,7,41,1466.2,1423,736,639,155,685,935,1.437,5.74,0.95,157,178,0.975,26.5,No
1968,BOS,3.77,3.33,55,17,31,1447.0,1303,611,536,115,523,972,1.262,6.05,0.72,128,147,0.979,27.3,No
1967,BOS,3.79,3.36,41,9,44,1459.1,1307,614,545,142,477,1010,1.222,6.23,0.88,142,142,0.977,27.2,No
1966,BOS,4.51,3.92,32,10,32,1463.2,1402,731,637,164,577,977,1.352,6.01,1.01,155,153,0.975,27.4,No
1965,BOS,4.88,4.24,33,9,25,1439.1,1443,791,678,158,543,993,1.38,6.21,0.99,162,129,0.974,26.3,No
1964,BOS,4.9,4.5,21,9,37,1422.0,1464,793,711,178,571,1094,1.431,6.92,1.13,138,123,0.977,25.6,No
1963,BOS,4.37,3.97,29,7,30,1449.2,1367,704,640,152,539,1009,1.315,6.26,0.94,135,119,0.978,26.2,No
1962,BOS,4.73,4.22,34,12,40,1437.2,1416,756,674,159,632,923,1.425,5.78,1.0,131,152,0.979,27.6,No
1961,BOS,4.86,4.29,35,6,30,1442.2,1472,792,688,167,679,831,1.491,5.18,1.04,144,170,0.977,27.6,No
1960,BOS,5.03,4.62,34,6,22,1361.0,1440,775,699,127,580,767,1.484,5.07,0.84,141,156,0.976,27.6,No
1959,BOS,4.52,4.17,38,9,25,1364.0,1386,696,632,135,589,724,1.448,4.78,0.89,131,167,0.978,26.7,No
1958,BOS,4.46,3.92,44,5,28,1380.0,1396,691,601,121,521,695,1.389,4.53,0.79,145,172,0.976,27.2,No
1957,BOS,4.34,3.88,55,9,23,1376.2,1391,668,593,116,498,692,1.372,4.52,0.76,149,179,0.976,27.0,No
1956,BOS,4.85,4.17,50,8,20,1398.0,1354,751,647,130,668,712,1.446,4.58,0.84,169,168,0.972,27.5,No
1955,BOS,4.23,3.72,44,9,34,1384.1,1333,652,572,128,582,674,1.383,4.38,0.83,136,140,0.977,26.7,No
1954,BOS,4.67,4.01,41,10,22,1412.1,1434,728,630,118,612,707,1.449,4.51,0.75,176,163,0.972,27.3,No
1953,BOS,4.13,3.58,41,15,37,1373.0,1333,632,546,92,584,642,1.396,4.21,0.6,148,173,0.975,29.6,No
1952,BOS,4.27,3.8,53,7,24,1372.1,1332,658,580,107,623,624,1.425,4.09,0.7,145,181,0.976,29.5,No
1951,BOS,4.71,4.14,46,7,26,1399.0,1413,725,643,99,599,658,1.438,4.23,0.64,141,184,0.977,27.5,No
1950,BOS,5.22,4.88,66,6,28,1362.1,1413,804,739,121,748,630,1.586,4.16,0.8,111,181,0.981,27.9,No
1949,BOS,4.3,3.97,84,16,16,1377.0,1375,667,608,82,661,598,1.479,3.91,0.54,120,207,0.98,28.7,No
1948,BOS,4.65,4.26,70,11,13,1379.1,1445,720,653,83,592,513,1.477,3.35,0.54,116,174,0.981,30.1,No
1947,BOS,4.26,3.81,64,13,20,1391.1,1383,669,589,84,575,586,1.407,3.79,0.54,137,172,0.977,29.8,No
1946,BOS,3.81,3.38,79,15,20,1396.2,1359,594,525,89,501,667,1.332,4.3,0.57,139,163,0.977,29.2,No
1945,BOS,4.29,3.8,71,15,13,1390.2,1389,674,587,58,656,490,1.471,3.17,0.38,169,198,0.973,27.3,No
1944,BOS,4.33,3.82,58,7,17,1394.1,1404,676,592,66,592,524,1.432,3.38,0.43,171,154,0.972,29.4,No
1943,BOS,3.92,3.45,62,13,16,1426.1,1369,607,547,61,615,513,1.391,3.24,0.38,153,179,0.976,30.3,No
1942,BOS,3.91,3.44,84,11,17,1358.2,1260,594,520,65,553,500,1.334,3.31,0.43,157,156,0.974,29.1,No
1941,BOS,4.84,4.19,70,8,11,1372.0,1453,750,638,88,611,574,1.504,3.77,0.58,172,139,0.972,29.2,No
1940,BOS,5.36,4.89,50,4,16,1379.2,1568,825,749,124,625,613,1.59,4.0,0.81,173,156,0.972,28.9,No
1939,BOS,5.23,4.56,52,4,22,1350.2,1533,795,684,77,543,539,1.537,3.59,0.51,180,147,0.97,29.0,No
1938,BOS,5.01,4.46,67,10,15,1316.1,1472,751,652,102,528,484,1.519,3.31,0.7,190,172,0.968,28.3,No
1937,BOS,5.03,4.48,74,6,14,1366.0,1518,775,680,92,597,682,1.548,4.49,0.61,177,139,0.97,29.9,No
1936,BOS,4.93,4.39,78,11,9,1372.1,1501,764,669,78,552,584,1.496,3.83,0.51,165,139,0.972,29.3,No
1935,BOS,4.75,4.05,82,6,11,1376.0,1520,732,619,67,520,470,1.483,3.07,0.44,194,136,0.969,29.3,No
1934,BOS,5.07,4.32,67,9,10,1361.0,1527,775,653,70,543,538,1.521,3.56,0.46,188,141,0.969,28.5,No
1933,BOS,5.09,4.35,60,4,14,1327.2,1396,758,642,75,591,467,1.497,3.17,0.51,204,133,0.966,26.9,No
1932,BOS,5.94,5.02,42,3,6,1362.0,1574,915,759,79,612,365,1.605,2.41,0.52,233,165,0.963,25.7,No
1931,BOS,5.23,4.6,61,5,8,1366.2,1559,800,698,54,473,365,1.487,2.4,0.36,188,127,0.97,28.3,No
1930,BOS,5.29,4.68,79,4,5,1360.1,1515,814,708,75,488,356,1.472,2.36,0.5,196,161,0.968,27.9,No
1929,BOS,5.18,4.43,84,9,7,1366.2,1537,803,672,78,496,416,1.488,2.74,0.51,218,159,0.965,26.3,No
1928,BOS,5.0,4.39,70,5,9,1352.0,1492,770,660,49,452,407,1.438,2.71,0.33,178,139,0.971,24.6,No
1927,BOS,5.56,4.72,63,6,8,1366.1,1603,856,716,56,558,381,1.582,2.51,0.37,228,167,0.964,25.0,No
1926,BOS,5.42,4.72,53,6,6,1362.0,1520,835,715,45,546,336,1.517,2.22,0.3,193,143,0.97,25.3,No
1925,BOS,6.07,4.97,68,6,6,1326.2,1615,922,732,67,510,310,1.602,2.1,0.45,271,150,0.957,27.7,No
1924,BOS,5.13,4.35,73,8,16,1391.1,1563,806,673,43,523,414,1.499,2.68,0.28,210,126,0.967,29.1,No
1923,BOS,5.25,4.2,76,3,11,1372.0,1534,809,640,48,520,412,1.497,2.7,0.31,232,126,0.963,28.7,No
1922,BOS,4.99,4.3,71,10,5,1373.1,1508,769,656,48,503,359,1.464,2.35,0.31,224,145,0.965,28.5,No
1921,BOS,4.52,3.98,89,9,9,1364.1,1521,696,604,53,452,446,1.446,2.94,0.35,157,151,0.975,27.1,No
1920,BOS,4.53,3.82,92,11,6,1395.1,1481,698,592,39,461,481,1.392,3.1,0.25,183,131,0.972,25.7,No
1919,BOS,4.0,3.3,89,15,8,1221.1,1249,552,448,16,421,380,1.367,2.8,0.12,140,118,0.975,25.8,No
1918,BOS,3.02,2.31,105,26,2,1120.0,931,380,287,9,380,392,1.171,3.15,0.07,152,89,0.971,25.3,Yes
1917,BOS,2.9,2.2,115,15,7,1421.1,1197,455,347,12,413,509,1.133,3.22,0.08,183,116,0.972,24.8,No
1916,BOS,3.08,2.48,76,24,16,1410.2,1221,480,388,10,463,584,1.194,3.73,0.06,183,108,0.972,24.4,Yes
1915,BOS,3.22,2.39,81,19,15,1397.0,1164,499,371,18,446,634,1.152,4.08,0.12,226,95,0.964,24.5,Yes
1914,BOS,3.21,2.36,88,24,7,1427.1,1207,510,375,18,393,602,1.121,3.8,0.11,242,99,0.963,24.7,No
1913,BOS,4.04,2.94,83,12,9,1358.1,1323,610,444,6,442,710,1.299,4.7,0.04,238,84,0.961,24.6,No
1912,BOS,3.53,2.76,108,18,6,1362.0,1243,544,417,18,385,712,1.195,4.7,0.12,267,88,0.957,25.2,Yes
1911,BOS,4.2,2.74,87,10,8,1351.2,1309,643,412,21,473,711,1.318,4.73,0.14,323,93,0.949,25.0,No
1910,BOS,3.57,2.45,100,12,6,1430.0,1236,564,390,30,414,670,1.154,4.22,0.19,309,80,0.954,25.3,No
1909,BOS,3.61,2.59,75,11,14,1360.1,1213,549,392,18,384,555,1.174,3.67,0.12,292,95,0.955,25.4,No
1908,BOS,3.31,2.28,102,12,7,1380.1,1200,513,349,18,364,624,1.133,4.07,0.12,297,71,0.955,29.5,No
1907,BOS,3.6,2.45,100,17,7,1414.0,1222,558,385,22,337,517,1.103,3.29,0.14,278,100,0.959,30.2,No
1906,BOS,4.55,3.41,124,6,6,1382.0,1360,706,524,37,285,549,1.19,3.58,0.24,335,84,0.949,30.2,No
1905,BOS,3.69,2.84,124,15,1,1356.1,1198,565,428,33,292,652,1.099,4.33,0.22,296,75,0.953,30.1,No
1904,BOS,2.97,2.12,148,21,1,1406.0,1208,466,331,31,233,612,1.025,3.92,0.2,242,83,0.962,30.1,No
1903,BOS,3.57,2.57,123,20,4,1255.0,1142,504,358,23,269,579,1.124,4.15,0.16,239,86,0.959,28.2,No
1902,BOS,4.35,3.02,123,6,1,1238.0,1217,600,416,27,326,431,1.246,3.13,0.2,263,101,0.955,28.4,No
1901,BOS,4.41,3.04,123,7,1,1217.0,1178,608,411,33,294,396,1.21,2.93,0.24,337,104,0.943,28.3,No
2023,CHC,4.46,4.08,1,13,35,1435.1,1328,723,651,179,513,1377,1.283,8.63,1.12,92,137,0.984,29.6,No
2022,CHC,4.51,4.0,0,11,44,1443.2,1342,731,642,207,540,1383,1.304,8.62,1.29,96,139,0.984,29.5,No
2021,CHC,5.18,4.87,1,8,40,1412.2,1386,839,765,235,596,1358,1.403,8.65,1.5,87,149,0.985,29.4,No
2019,CHC,4.43,4.1,1,10,38,1442.0,1376,717,657,195,534,1444,1.325,9.01,1.22,118,141,0.981,31.1,No
2018,CHC,3.96,3.65,1,18,46,1476.1,1319,645,598,157,622,1333,1.315,8.13,0.96,104,155,0.983,30.2,No
2017,CHC,4.29,3.95,2,8,38,1447.1,1294,695,636,194,554,1439,1.277,8.95,1.21,95,139,0.984,30.8,No
2016,CHC,3.43,3.15,5,15,38,1459.2,1125,556,511,163,495,1441,1.11,8.88,1.01,101,116,0.983,29.9,Yes
2015,CHC,3.75,3.36,6,21,48,1461.1,1276,608,546,134,407,1431,1.152,8.81,0.83,111,120,0.982,29.3,No
2014,CHC,4.36,3.91,1,11,37,1463.1,1398,707,636,115,504,1311,1.3,8.06,0.71,103,137,0.983,28.0,No
2013,CHC,4.25,4.0,3,6,39,1448.0,1332,689,643,160,540,1184,1.293,7.36,0.99,100,129,0.983,28.7,No
